a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
714,area_01_hive_04,225,zone_1_a zone_1_b zone_1_c,,,,,,,,,,,,,,,
715,area_01_hive_05,0 90 180,random_sequence zone_1_a zone_1_c,,,,,,,,,,,,,,,
716,area_01_hive_05,45 135,random_sequence zone_1_b zone_1_c,,,,,,,,,,,,,,,
717,area_01_hive_05,225,zone_1_a zone_1_b zone_1_c,,,,,,,,,,,,,,,
718,area_01_hive_06,0 90 180,random_sequence zone_1_a zone_1_c,,,,,,,,,,,,,,,
719,area_01_hive_06,45 135,random_sequence zone_1_b zone_1_d,,,,,,,,,,,,,,,
720,area_01_hive_06,225,zone_1_a zone_1_b zone_1_c zone_1_d,,,,,,,,,,,,,,,
721,area_01_hive_07,0 90 180,random_sequence zone_1_a zone_1_c,,,,,,,,,,,,,,,
722,area_01_hive_07,45 135,random_sequence zone_1_b zone_1_c,,,,,,,,,,,,,,,
723,area_01_hive_07,225,zone_1_a zone_1_b zone_1_c,,,,,,,,,,,,,,,
724,area_01_hive_08,0 90 180,random_sequence zone_1_a zone_1_d,,,,,,,,,,,,,,,
725,area_01_hive_08,45 135,random_sequence zone_1_a zone_1_d,,,,,,,,,,,,,,,
726,area_01_hive_08,225,zone_1_a zone_1_d,,,,,,,,,,,,,,,
727,area_01_hive_09,0 90 180,random_sequence zone_1_a zone_1_b,,,,,,,,,,,,,,,
728,area_01_hive_09,45 135,random_sequence zone_1_b zone_1_d,,,,,,,,,,,,,,,
729,area_01_hive_09,225,zone_1_a zone_1_b zone_1_d,,,,,,,,,,,,,,,
730,area_02_hive_01,0 90 180,random_sequence zone_2_a zone_2_b,,,,,,,,,,,,,,,
731,area_02_hive_01,45 135,random_sequence zone_2_a zone_2_c,,,,,,,,,,,,,,,
732,area_02_hive_01,225,zone_2_a zone_2_b zone_2_c,,,,,,,,,,,,,,,
733,area_02_hive_02,0 90 180,random_sequence zone_2_a zone_2_b,,,,,,,,,,,,,,,
734,area_02_hive_02,45 135,random_sequence zone_2_a zone_2_b,,,,,,,,,,,,,,,
735,area_02_hive_02,225,zone_2_a zone_2_b,,,,,,,,,,,,,,,
736,area_02_hive_03,0 90 180,random_sequence zone_2_a zone_2_b,,,,,,,,,,,,,,,
737,area_02_hive_03,45 135,random_sequence zone_2_a zone_2_d,,,,,,,,,,,,,,,
738,area_02_hive_03,225,zone_2_a zone_2_b zone_2_d,,,,,,,,,,,,,,,
739,area_02_hive_04,0 90 180,random_sequence zone_2_b zone_2_c,,,,,,,,,,,,,,,
740,area_02_hive_04,45 135,random_sequence zone_2_b zone_2_c,,,,,,,,,,,,,,,
741,area_02_hive_04,225,zone_2_b zone_2_c,,,,,,,,,,,,,,,
742,area_02_hive_05,0 90 180,random_sequence zone_2_b zone_2_c,,,,,,,,,,,,,,,
743,area_02_hive_05,45 135,random_sequence zone_2_c zone_2_d,,,,,,,,,,,,,,,
744,area_02_hive_05,225,zone_2_b zone_2_c zone_2_d,,,,,,,,,,,,,,,
745,area_02_hive_06,0 90 180,random_sequence zone_2_a zone_2_b,,,,,,,,,,,,,,,
746,area_02_hive_06,45 135,random_sequence zone_2_c zone_2_d,,,,,,,,,,,,,,,
747,area_02_hive_06,225,zone_2_a zone_2_b zone_2_c zone_2_d,,,,,,,,,,,,,,,
748,area_02_hive_07,0 90 180,random_sequence zone_2_a zone_2_c,,,,,,,,,,,,,,,
749,area_02_hive_07,45 135,random_sequence zone_2_a zone_2_d,,,,,,,,,,,,,,,
750,area_02_hive_07,225,zone_2_a zone_2_c zone_2_d,,,,,,,,,,,,,,,
751,area_03_hive_01,0 90 180,random_sequence area_3_a area_3_b area_3_c,,,,,,,,,,,,,,,
752,area_03_hive_01,45 135,random_sequence area_3_a area_3_c,,,,,,,,,,,,,,,
753,area_03_hive_01,225,area_3_a area_3_b area_3_c,,,,,,,,,,,,,,,
754,area_03_hive_02,0 90 180,random_sequence area_3_c area_3_d,,,,,,,,,,,,,,,
755,area_03_hive_02,45 135,random_sequence area_3_a area_3_b,,,,,,,,,,,,,,,
756,area_03_hive_02,225,area_3_a area_3_b area_3_c area_3_d,,,,,,,,,,,,,,,
757,area_03_hive_03,0 90 180,random_sequence area_3_a area_3_b area_3_d,,,,,,,,,,,,,,,
758,area_03_hive_03,45 135,random_sequence area_3_a area_3_d,,,,,,,,,,,,,,,
759,area_03_hive_03,225,area_3_a area_3_b area_3_d,,,,,,,,,,,,,,,
800,1,area_01_hive_00,,,,,,,,,,,,,,,,
801,2,area_01_hive_01,,,,,,,,,,,,,,,,
802,3,area_01_hive_02,,,,,,,,,,,,,,,,
803,4,area_01_hive_03,,,,,,,,,,,,,,,,
804,5,area_01_hive_04,,,,,,,,,,,,,,,,
805,6,area_01_hive_05,,,,,,,,,,,,,,,,
806,7,area_01_hive_06,,,,,,,,,,,,,,,,
807,8,area_01_hive_07,,,,,,,,,,,,,,,,
808,9,area_01_hive_08,,,,,,,,,,,,,,,,
809,10,area_01_hive_09,,,,,,,,,,,,,,,,
810,11,area_02_hive_01,,,,,,,,,,,,,,,,
811,12,area_02_hive_02,,,,,,,,,,,,,,,,
812,13,area_02_hive_03,,,,,,,,,,,,,,,,
813,14,area_02_hive_04,,,,,,,,,,,,,,,,
814,15,area_02_hive_05,,,,,,,,,,,,,,,,
815,16,area_02_hive_06,,,,,,,,,,,,,,,,
816,17,area_02_hive_07,,,,,,,,,,,,,,,,
817,18,area_03_hive_01,,,,,,,,,,,,,,,,
818,19,area_03_hive_02,,,,,,,,,,,,,,,,
819,20,area_03_hive_03,,,,,,,,,,,,,,,,
900,1,area_01_hive_00 area_01_hive_02 area_01_hive_05,,,,,,,,,,,,,,,,
901,1,area_01_hive_01 area_01_hive_03 area_01_hive_04 area_01_hive_08,,,,,,,,,,,,,,,,
902,1,area_02_hive_01 area_02_hive_02,,,,,,,,,,,,,,,,
903,1,area_02_hive_05 area_02_hive_06,,,,,,,,,,,,,,,,
