a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
762,final_spider_fight,0 135,boss_spawners_03,,,,,,,,,,,,,,,
763,final_spider_fight,45 200,boss_spawners_03,,,,,,,,,,,,,,,
764,final_spider_fight,90 180,boss_spawners_03,,,,,,,,,,,,,,,
800,1,checkpoint_hive_01,,,,,,,,,,,,,,,,
801,2,checkpoint_hive_02,,,,,,,,,,,,,,,,
802,3,checkpoint_hive_03,,,,,,,,,,,,,,,,
803,4,checkpoint_hive_04,,,,,,,,,,,,,,,,
804,5,checkpoint_hive_05,,,,,,,,,,,,,,,,
805,6,bomblocation_left_01,,,,,,,,,,,,,,,,
806,7,bomblocation_04,,,,,,,,,,,,,,,,
807,8,bomblocation_05,,,,,,,,,,,,,,,,
808,9,bomblocation_left_02,,,,,,,,,,,,,,,,
809,10,bomblocation_left_03,,,,,,,,,,,,,,,,
810,11,bomblocation_left_04,,,,,,,,,,,,,,,,
811,12,bomblocation_06,,,,,,,,,,,,,,,,
812,13,bomblocation_07,,,,,,,,,,,,,,,,
813,14,bomblocation_08,,,,,,,,,,,,,,,,
814,15,bomblocation_09,,,,,,,,,,,,,,,,
815,16,bomblocation_10,,,,,,,,,,,,,,,,
816,17,bomblocation_11,,,,,,,,,,,,,,,,
817,18,bomblocation_12,,,,,,,,,,,,,,,,
818,19,bomblocation_13,,,,,,,,,,,,,,,,
819,20,bomblocation_14,,,,,,,,,,,,,,,,
820,21,electric_area_01,,,,,,,,,,,,,,,,
900,3,checkpoint_hive_01 checkpoint_hive_02 checkpoint_hive_04 checkpoint_hive_05,,,,,,,,,,,,,,,,
901,1,compound_hive_01 compound_hive_02 compound_hive_07 compound_hive_08,,,,,,,,,,,,,,,,
902,1,compound_hive_05 compound_hive_06,,,,,,,,,,,,,,,,
903,2,facility_hive_03 facility_hive_04 facility_hive_05,,,,,,,,,,,,,,,,
