a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
744,facility_hive_01,90 180,facility_01a facility_01b facility_02a,,,,,,,,,,,,,,,
745,facility_hive_02,0 135,random_sequence facility_01a facility_02a,,,,,,,,,,,,,,,
746,facility_hive_02,45 200,random facility_01b facility_03b,,,,,,,,,,,,,,,
747,facility_hive_02,90 180,facility_01a facility_01b facility_03a facility_03b,,,,,,,,,,,,,,,
748,facility_hive_03,0 135,random_sequence facility_03a facility_02a,,,,,,,,,,,,,,,
749,facility_hive_03,45 200,random facility_03b facility_02a,,,,,,,,,,,,,,,
750,facility_hive_03,90 180,facility_02a facility_03a facility_03b,,,,,,,,,,,,,,,
751,facility_hive_04,0 135,random_sequence facility_01b facility_02a,,,,,,,,,,,,,,,
752,facility_hive_04,45 200,random facility_02a facility_03a,,,,,,,,,,,,,,,
753,facility_hive_04,90 180,facility_01b facility_02a facility_03a,,,,,,,,,,,,,,,
754,facility_hive_05,0 135,random_sequence facility_01a facility_02a,,,,,,,,,,,,,,,
755,facility_hive_05,45 200,random facility_01b facility_02a,,,,,,,,,,,,,,,
756,facility_hive_05,90 180,facility_02a facility_01a facility_01b,,,,,,,,,,,,,,,
757,facility_hive_06,0 135,random_sequence facility_01a facility_01b facility_02a facility_03a facility_03b,,,,,,,,,,,,,,,
758,facility_hive_06,45 200,random_sequence facility_01a facility_01b facility_02a facility_03a facility_03b,,,,,,,,,,,,,,,
759,facility_hive_07,0 135,random_sequence facility_01a facility_03a,,,,,,,,,,,,,,,
760,facility_hive_07,45 200,random facility_01b facility_03b,,,,,,,,,,,,,,,
761,facility_hive_07,90 180,facility_01a facility_01b facility_03a facility_03b,,,,,,,,,,,,,,,
762,final_spider_fight,0 135,boss_spawners_03,,,,,,,,,,,,,,,
763,final_spider_fight,45 200,boss_spawners_03,,,,,,,,,,,,,,,
764,final_spider_fight,90 180,boss_spawners_03,,,,,,,,,,,,,,,
800,1,checkpoint_hive_01,,,,,,,,,,,,,,,,
801,2,checkpoint_hive_02,,,,,,,,,,,,,,,,
802,3,checkpoint_hive_03,,,,,,,,,,,,,,,,
803,4,checkpoint_hive_04,,,,,,,,,,,,,,,,
804,5,checkpoint_hive_05,,,,,,,,,,,,,,,,
805,6,bomblocation_left_01,,,,,,,,,,,,,,,,
806,7,bomblocation_04,,,,,,,,,,,,,,,,
807,8,bomblocation_05,,,,,,,,,,,,,,,,
808,9,bomblocation_left_02,,,,,,,,,,,,,,,,
809,10,bomblocation_left_03,,,,,,,,,,,,,,,,
810,11,bomblocation_left_04,,,,,,,,,,,,,,,,
811,12,bomblocation_06,,,,,,,,,,,,,,,,
812,13,bomblocation_07,,,,,,,,,,,,,,,,
813,14,bomblocation_08,,,,,,,,,,,,,,,,
814,15,bomblocation_09,,,,,,,,,,,,,,,,
815,16,bomblocation_10,,,,,,,,,,,,,,,,
816,17,bomblocation_11,,,,,,,,,,,,,,,,
817,18,bomblocation_12,,,,,,,,,,,,,,,,
818,19,bomblocation_13,,,,,,,,,,,,,,,,
819,20,bomblocation_14,,,,,,,,,,,,,,,,
820,21,electric_area_01,,,,,,,,,,,,,,,,
900,3,checkpoint_hive_01 checkpoint_hive_02 checkpoint_hive_04 checkpoint_hive_05,,,,,,,,,,,,,,,,
901,1,compound_hive_01 compound_hive_02 compound_hive_07 compound_hive_08,,,,,,,,,,,,,,,,
902,1,compound_hive_05 compound_hive_06,,,,,,,,,,,,,,,,
903,2,facility_hive_03 facility_hive_04 facility_hive_05,,,,,,,,,,,,,,,,
