a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
5060,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5061,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5062,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5063,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5064,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5065,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5066,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5067,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5068,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5069,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5070,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5071,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5072,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5073,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5074,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5075,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5076,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5077,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5078,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5079,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5080,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5081,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5082,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5083,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5084,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5085,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5086,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5087,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5088,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5089,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5090,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5091,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5092,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5093,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5094,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5095,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5096,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5097,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5098,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
5099,30,2,medic_skill-engineer_skill-specialist_skill-tank_skill bonus_score-combo_freeze-trophy-flare-pet_leash,50 50,25-25-25-25 20-20-20-20-20,,,,,,,,,,,,,
7000,120,-0.1,,,,,,,,,,,,,,,,
7001,20,-0.1,,,,,,,,,,,,,,,,
7002,20,-0.1,,,,,,,,,,,,,,,,
7003,20,-0.1,,,,,,,,,,,,,,,,
7004,20,-0.1,,,,,,,,,,,,,,,,
7005,20,-0.1,,,,,,,,,,,,,,,,
7006,20,-0.1,,,,,,,,,,,,,,,,
7007,20,-0.1,,,,,,,,,,,,,,,,
7008,20,-0.1,,,,,,,,,,,,,,,,
7009,20,-0.1,,,,,,,,,,,,,,,,
7010,20,-0.1,,,,,,,,,,,,,,,,
7011,20,-0.1,,,,,,,,,,,,,,,,
7012,20,-0.1,,,,,,,,,,,,,,,,
7013,20,-0.1,,,,,,,,,,,,,,,,
7014,20,-0.1,,,,,,,,,,,,,,,,
7015,20,-0.1,,,,,,,,,,,,,,,,
7016,20,-0.1,,,,,,,,,,,,,,,,
7017,20,-0.1,,,,,,,,,,,,,,,,
7018,20,-0.1,,,,,,,,,,,,,,,,
7019,20,-0.1,,,,,,,,,,,,,,,,
7020,20,-0.1,,,,,,,,,,,,,,,,
7021,20,-0.1,,,,,,,,,,,,,,,,
7022,20,-0.1,,,,,,,,,,,,,,,,
7023,20,-0.1,,,,,,,,,,,,,,,,
7024,20,-0.1,,,,,,,,,,,,,,,,
7025,20,-0.1,,,,,,,,,,,,,,,,
7026,20,-0.1,,,,,,,,,,,,,,,,
7027,20,-0.1,,,,,,,,,,,,,,,,
7028,20,-0.1,,,,,,,,,,,,,,,,
7029,20,-0.1,,,,,,,,,,,,,,,,
