a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
803,4,lodge_lung_5,,,,,,,,,,,,,,,,
804,5,lodge_lung_2,,,,,,,,,,,,,,,,
805,6,lodge_lung_6,,,,,,,,,,,,,,,,
806,7,lodge_lung_3,,,,,,,,,,,,,,,,
807,8,city_lung_5,,,,,,,,,,,,,,,,
808,9,city_lung_1,,,,,,,,,,,,,,,,
809,10,city_lung_2,,,,,,,,,,,,,,,,
810,11,city_lung_3,,,,,,,,,,,,,,,,
811,12,city_lung_4,,,,,,,,,,,,,,,,
812,13,lake_lung_1,,,,,,,,,,,,,,,,
813,14,lake_lung_2,,,,,,,,,,,,,,,,
814,15,lake_lung_3,,,,,,,,,,,,,,,,
815,16,lake_lung_4,,,,,,,,,,,,,,,,
816,17,lake_lung_5,,,,,,,,,,,,,,,,
817,18,lake_lung_6,,,,,,,,,,,,,,,,
818,19,crater_lung,,,,,,,,,,,,,,,,
900,2,lodge_lung_2 lodge_lung_6 lodge_lung_4 lodge_lung_5,,,,,,,,,,,,,,,,
901,2,city_lung_1 city_lung_3 city_lung_4,,,,,,,,,,,,,,,,
902,2,lake_lung_2 lake_lung_6,,,,,,,,,,,,,,,,
903,1,lake_lung_3 lake_lung_4,,,,,,,,,,,,,,,,
