a0,b1,c2,d3,e4,f5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18
506,7,1,1,1,1.5,,,,,,,,,,,,,
507,8,1,1,1,1.5,,,,,,,,,,,,,
508,9,1,1,1,1.5,,,,,,,,,,,,,
509,10,1,1,1.3,2.0,,,,,,,,,,,,,
510,11,1,1,1.3,2.0,,,,,,,,,,,,,
511,12,1,1,1.3,2.0,,,,,,,,,,,,,
512,13,1,1,1.3,2.0,,,,,,,,,,,,,
513,14,1,1,1.3,2.0,,,,,,,,,,,,,
514,15,1,1,1.3,2.0,,,,,,,,,,,,,
600,1,30,120,,,,,,,,,,,,,,,
601,2,120,60,,,,,,,,,,,,,,,
602,3,120,60,,,,,,,,,,,,,,,
603,4,120,30,,,,,,,,,,,,,,,
604,5,180,45,,,,,,,,,,,,,,,
605,6,90 180,75,,,,,,,,,,,,,,,
606,7,90 180,75,,,,,,,,,,,,,,,
607,8,90 180,60,,,,,,,,,,,,,,,
608,9,240,60,,,,,,,,,,,,,,,
609,10,60 120,60,,,,,,,,,,,,,,,
610,11,120,60,,,,,,,,,,,,,,,
611,12,45 180,60,,,,,,,,,,,,,,,
612,13,120,60,,,,,,,,,,,,,,,
613,14,150 300,60,,,,,,,,,,,,,,,
614,15,60 100 120 180 240 300,30,,,,,,,,,,,,,,,
615,16,60 100 120,30,,,,,,,,,,,,,,,
700,mini_lung,0,lodge_lane_t,,,,,,,,,,,,,,,
701,lodge_lung_1,24 72,random lodge_lane_b lodge_lane_c,,,,,,,,,,,,,,,
702,lodge_lung_1,0 48 96,lodge_lane_a,,,,,,,,,,,,,,,
703,lodge_lung_4,24 72,lodge_lane_a,,,,,,,,,,,,,,,
704,lodge_lung_4,0 48 96,lodge_lane_c,,,,,,,,,,,,,,,
705,lodge_lung_5,24 72,random lodge_lane_b lodge_lane_c,,,,,,,,,,,,,,,
706,lodge_lung_5,0 48 96,lodge_lane_a,,,,,,,,,,,,,,,
707,lodge_lung_2,0 44 88,lodge_lane_c,,,,,,,,,,,,,,,
708,lodge_lung_2,22 66 99,lodge_lane_d,,,,,,,,,,,,,,,
709,lodge_lung_6,0 44 88,lodge_lane_a,,,,,,,,,,,,,,,
710,lodge_lung_6,22 66 99,lodge_lane_c,,,,,,,,,,,,,,,
711,lodge_lung_3,0 60 120 180 240 300 360 420 480,random lodge_lane_c lane_blocker,,,,,,,,,,,,,,,
712,lodge_lung_3,30 90 150 210 270 330 390 450 510,random lodge_lane_a lodge_lane_b,,,,,,,,,,,,,,,
713,city_lung_5,20 60 100 140,city_lane_a city_lane_c,,,,,,,,,,,,,,,
714,city_lung_5,0 40 80 120 160,city_lane_d,,,,,,,,,,,,,,,
715,city_lung_5,180,city_lane_a city_lane_c city_lane_d,,,,,,,,,,,,,,,
716,city_lung_1,20 60 100 140,random city_lane_a city_lane_c,,,,,,,,,,,,,,,
717,city_lung_1,0 40 80 120 160,city_lane_b,,,,,,,,,,,,,,,
718,city_lung_1,180,city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
719,city_lung_2,20 60 100 140,random city_lane_a city_lane_c,,,,,,,,,,,,,,,
720,city_lung_2,0 40 80 120 160,city_lane_b,,,,,,,,,,,,,,,
721,city_lung_2,180,city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
722,city_lung_3,20 60 100 140,random city_lane_a city_lane_b,,,,,,,,,,,,,,,
723,city_lung_3,0 40 80 120 160,city_lane_d,,,,,,,,,,,,,,,
724,city_lung_3,180,city_lane_a city_lane_b city_lane_d,,,,,,,,,,,,,,,
725,city_lung_4,20 60 100 140,random city_lane_a city_lane_c,,,,,,,,,,,,,,,
726,city_lung_4,0 40 80 120 160,city_lane_b,,,,,,,,,,,,,,,
727,city_lung_4,180,city_lane_a city_lane_b city_lane_c,,,,,,,,,,,,,,,
728,lake_lung_1,30 90 150,random cabin_lane_c cabin_lane_d,,,,,,,,,,,,,,,
729,lake_lung_1,0 60 120 180,cabin_lane_d,,,,,,,,,,,,,,,
730,lake_lung_2,30 90 150,random cabin_lane_c cabin_lane_e,,,,,,,,,,,,,,,
731,lake_lung_2,0 60 120,cabin_lane_c,,,,,,,,,,,,,,,
732,lake_lung_2,180,cabin_lane_c cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
733,lake_lung_3,30 90 150,random cabin_lane_b cabin_lane_c,,,,,,,,,,,,,,,
734,lake_lung_3,0 60 120,random cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
735,lake_lung_3,180,cabin_lane_b cabin_lane_c cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
736,lake_lung_4,30 90 150,random cabin_lane_a cabin_lane_b cabin_lane_e,,,,,,,,,,,,,,,
737,lake_lung_4,0 60 120,cabin_lane_c cabin_lane_d,,,,,,,,,,,,,,,
738,lake_lung_4,180,cabin_lane_a cabin_lane_b cabin_lane_c cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
739,lake_lung_5,30 90 150,random cabin_lane_b cabin_lane_e,,,,,,,,,,,,,,,
740,lake_lung_5,0 60 120,cabin_lane_c,,,,,,,,,,,,,,,
741,lake_lung_5,180,cabin_lane_b cabin_lane_c cabin_lane_e,,,,,,,,,,,,,,,
742,lake_lung_6,30 90 150,random cabin_lane_a cabin_lane_e,,,,,,,,,,,,,,,
743,lake_lung_6,0 60 120,cabin_lane_d,,,,,,,,,,,,,,,
744,lake_lung_6,180,cabin_lane_a cabin_lane_d cabin_lane_e,,,,,,,,,,,,,,,
800,1,mini_lung,,,,,,,,,,,,,,,,
801,2,lodge_lung_1,,,,,,,,,,,,,,,,
802,3,lodge_lung_4,,,,,,,,,,,,,,,,
803,4,lodge_lung_5,,,,,,,,,,,,,,,,
804,5,lodge_lung_2,,,,,,,,,,,,,,,,
805,6,lodge_lung_6,,,,,,,,,,,,,,,,
806,7,lodge_lung_3,,,,,,,,,,,,,,,,
807,8,city_lung_5,,,,,,,,,,,,,,,,
808,9,city_lung_1,,,,,,,,,,,,,,,,
809,10,city_lung_2,,,,,,,,,,,,,,,,
810,11,city_lung_3,,,,,,,,,,,,,,,,
811,12,city_lung_4,,,,,,,,,,,,,,,,
812,13,lake_lung_1,,,,,,,,,,,,,,,,
813,14,lake_lung_2,,,,,,,,,,,,,,,,
814,15,lake_lung_3,,,,,,,,,,,,,,,,
815,16,lake_lung_4,,,,,,,,,,,,,,,,
816,17,lake_lung_5,,,,,,,,,,,,,,,,
817,18,lake_lung_6,,,,,,,,,,,,,,,,
818,19,crater_lung,,,,,,,,,,,,,,,,
900,2,lodge_lung_2 lodge_lung_6 lodge_lung_4 lodge_lung_5,,,,,,,,,,,,,,,,
901,2,city_lung_1 city_lung_3 city_lung_4,,,,,,,,,,,,,,,,
902,2,lake_lung_2 lake_lung_6,,,,,,,,,,,,,,,,
903,1,lake_lung_3 lake_lung_4,,,,,,,,,,,,,,,,
