zone_name,ambience,ambient_name,mix,reverb,filter,occlusion,player_adsr
heli_sniper_mix,voiceover_amb,0,0.1,,,,
heli_sniper_mix,destruct,0.43,0.1,,,,
heli_sniper_mix,explosion,0.43,0.1,,,,
heli_sniper_mix,explosion_grenade,0.43,0.1,,,,
heli_sniper_mix,explosion_flashbang,0.43,0.1,,,,
heli_sniper_mix,explosion_rocket,0.43,0.1,,,,
heli_sniper_mix,explosion_car,0.43,0.1,,,,
heli_sniper_mix,rex_emitters,0,0.1,,,,
heli_sniper_mix,vehicle,0,0.1,,,,
heli_sniper_mix,grenadebounce,0,0.1,,,,
heli_sniper_mix,grenadebouncemp,0,0.1,,,,
heli_sniper_mix,shellcasings,0,0.1,,,,
heli_sniper_mix,shellcasingsmp,0,0.1,,,,
heli_sniper_mix,wpn_npc,0.43,0.1,,,,
heli_sniper_mix,wpnmp_npc,0.43,0.1,,,,
heli_sniper_mix,wpn_projectile,0.43,0.1,,,,
heli_sniper_mix,wpnmp_projectile,0.43,0.1,,,,
heli_sniper_mix,na,0.43,0.1,,,,
heli_sniper_mix,max,0.43,0.1,,,,
heli_sniper_mix,scripted1,0.43,0.1,,,,
heli_sniper_mix,scripted2,0.43,0.1,,,,
heli_sniper_mix,scripted3,0.43,0.1,,,,
heli_sniper_mix,fullvolume,0.43,0.1,,,,
heli_sniper_mix,default,0,0.1,,,,
heli_sniper_mix,interface_music,0,0.1,,,,
gryphon_mix,interface_music,0,0.1,,,,
adsr_zone_player,weapon,adsr,,,,,
exterior_spaces,barrett,adsr_xlong_weap_exterior_spaces,,,,,
partial_cover,barrett,adsr_xlong_weap_partial_cover,,,,,
large_spaces,barrett,adsr_xlong_weap_large_space,,,,,
med_spaces,barrett,adsr_xlong_weap_med_spaces,,,,,
small_spaces,barrett,adsr_xlong_weap_small_spaces,,,,,
tight_spaces,barrett,adsr_xlong_weap_small_spaces,,,,,
exterior_spaces,scar_h,adsr_exterior_spaces,,,,,
partial_cover,scar_h,adsr_partial_cover,,,,,
large_spaces,scar_h,adsr_long_weap_large_space,,,,,
med_spaces,scar_h,adsr_med_spaces,,,,,
small_spaces,scar_h,adsr_small_spaces,,,,,
tight_spaces,scar_h,adsr_tight_spaces,,,,,
exterior_spaces,mp5,adsr_exterior_spaces,,,,,
partial_cover,mp5,adsr_partial_cover,,,,,
large_spaces,mp5,adsr_medlong_weap_large_space,,,,,
med_spaces,mp5,adsr_med_spaces,,,,,
small_spaces,mp5,adsr_small_spaces,,,,,
tight_spaces,mp5,adsr_tight_spaces,,,,,
exterior_spaces,usp,adsr_exterior_spaces,,,,,
partial_cover,usp,adsr_partial_cover,,,,,
large_spaces,usp,adsr_short_weap_large_space,,,,,
med_spaces,usp,adsr_med_spaces,,,,,
small_spaces,usp,adsr_small_spaces,,,,,
tight_spaces,usp,adsr_tight_spaces,,,,,
adsr_zone_npc,weapon,adsr,,,,,
zone1,ak47,adsr_big_room_med_weap,,,,,
adsr_name,att_len,dec_len,sus_len,sus_level,rel_len,,
adsr_exterior_spaces,0.001,0.06,1,1,2.5,,
adsr_xlong_weap_exterior_spaces,0.001,0.5,2.5,1,2.5,,
adsr_partial_cover,0.01,0.06,0.23,0.9,1.5,,
adsr_xlong_weap_partial_cover,0.001,0.1,0.5,0.9,2.5,,
adsr_xlong_weap_large_space,0.01,0.15,0.2,0.73,0.7,,
adsr_long_weap_large_space,0.01,0.08,0.16,0.73,0.58,,
adsr_medlong_weap_large_space,0.02,0.09,0.19,0.71,0.3,,
adsr_short_weap_large_space,0.02,0.08,0.15,0.8,0.26,,
adsr_med_spaces,0.02,0.08,0.12,0.85,0.65,,
adsr_xlong_weap_med_spaces,0.01,0.08,0.16,0.73,0.58,,
adsr_small_spaces,0.01,0.04,0.08,0.8,0.3,,
adsr_xlong_weap_small_spaces,0.01,0.08,0.16,0.73,0.58,,
adsr_tight_spaces,0.02,0.08,0.16,0.85,0.65,,
END_OF_FILE,,,,,,,
